creators,date,ol_id,publisher,title,trove_url,version_id,work_id
,1994,OL10741468M,HARLEQUIN BOOKS,IRRESISTIBLE ATTRACTIONPaperback,https://trove.nla.gov.au/version/259806647,259806647,15549305
Ann Cliff,2012,OL26489616M,Long Preston Magna,Haunted Creek Ann Cliff,https://trove.nla.gov.au/version/257729249,257729249,155777992
B. Wongar,1983,OL3169496M,"New York Dodd, Mead",Walg a novel of Australia B. Wongar.,https://trove.nla.gov.au/version/257100557,257100557,15588061
Kalinda Ashton 1978-,2011,OL26332025M,Birmingham Tindal Street Press,The danger game Kalinda Ashton,https://trove.nla.gov.au/version/249152148,249152148,156068847
Emma Darcy,2002,OL24980981M,"Toronto, Ont Harlequin",The bridal bargain Emma Darcy,https://trove.nla.gov.au/version/170119857,170119857,156072204
"Queensland. Public works dept. [from old catalog]|Brady, Alfred Barton",1913,OL24962708M,"Brisbane A. J. Cumming, government printer","Report of the under secretary for public works and government architect on his tour through Europe, Great Britain, United States of America, and Canada ...",https://trove.nla.gov.au/version/170137230,170137230,156078233
"Hepburn and Spruson, lawyers, Sydney. [from old catalog]|Australia|Pre-1801 Imprint Collection (Library of Congress)",1906,OL24968970M,Sydney Hepburn & Spruson,"Trade marks and merchandise marks an epitome of information concerning the laws of the commonwealth of Australia relating to the marking of merchandise and the registration and infringement of trade marks, with an appendix containing the Trade marks act and the Commerce act",https://trove.nla.gov.au/version/170145799,170145799,156080894
,2012,OL26104773M,Allen & Unwin,The Tunnels Of Tarcoola,https://trove.nla.gov.au/version/256427227,256427227,156083991
"Karla Zimmerman|Peffer, Randall",2011,OL25882758M,"Footscray, Vic Lonely Planet",US & British Virgin Islands,https://trove.nla.gov.au/version/223441181,223441181,156084359
"Emily Matchar|Masters, Tom",2011,OL25884317M,"Footscray, Vic Lonely Planet","The Bahamas [written and researched by Emily Matchar, Tom Masters]",https://trove.nla.gov.au/version/223435539,223435539,156084403
"Glenda Bendure|Balfour, Amy C.|Friary, Ned",2011,OL25882768M,"Footscray, Vic Lonely Planet","Discover Maui Glenda Bendure, Ned Friary, Amy C Balfour",https://trove.nla.gov.au/version/223433789,223433789,156084441
Geological Survey of South Australia.,1915,OL7146523M,"[Adelaide R. E. E. Rogers, government printer",Catalogue of the publications of the Geological survey of South Australia together with other official publications dealing with the geology and mineral resources of South Australia.,https://trove.nla.gov.au/version/1718380,1718380,1561217
"Centennial International Exhibition (1888-1889 Melbourne, Vic.)|Lake, J. (Joshua), fl. 1880-1899, editor",1889,OL26473795M,Melbourne M.L. Hutchinson,"Official guide to the picture galleries, and catalogue of fine arts compiled and edited for the commissioners by J. Lake",https://trove.nla.gov.au/version/256784610,256784610,15613265
Peter Carey 1943-,2012,OL25214930M,New York Alfred A. Knopf,The chemistry of tears by Peter Carey,https://trove.nla.gov.au/version/252752371,252752371,156198954
"Ron Fisher|Abell, Sam.|Doubilet, David.",1996,OL1002262M,"Washington, D.C National Geographic Society",Wild shores of Australia by Ron Fisher ; photographed by Sam Abell and David Doubilet.,https://trove.nla.gov.au/version/172814380,172814380,15622393
"Justine Larbalestier|Brennan, Sarah Rees",2012,OL25018366M,New York HarperTeen,Team Human Justine Larbalestier and Sarah Rees Brennan,https://trove.nla.gov.au/version/209763406,209763406,156236156
Colin Thompson 1942-,2012,OL26479931M,"North Sydney, NSW Random House Australia",Disasterchef Colin Thompson,https://trove.nla.gov.au/version/257087441,257087441,156366866
Anne C. Petty,2011,OL25366886M,,Shaman's blood by Anne C. Petty,https://trove.nla.gov.au/version/208045158,208045158,156460058
Thomas Keneally,2011,OL25104532M,New York PublicAffairs,Three famines starvation and politics Thomas Keneally,https://trove.nla.gov.au/version/260217378,260217378,156768511
Hume Nisbet,1896,OL20527694M,Ward & Downey,A Colonial Tramp: Travels and Adventures in Australia and New Guinea,https://trove.nla.gov.au/version/2995831,2995831,1567951
,1891,OL23421486M,London Ward & Downey,"Nisbet, Hume, 1849- A colonial tramp",https://trove.nla.gov.au/version/3502806,3502806,1567951
Hume Nisbet 1849-1921?,1891,OL7148031M,London Ward & Downey,A colonial tramp travels and adventures in Australia and New Guinea by Hume Nisbet.,https://trove.nla.gov.au/version/1726141,1726141,1567951
"Rimmer, Peter James.|Australian National University. Dept. of International Relations.|Australian National University. Research School of Pacific and Asian Studies. Dept. of Human Geography.",1997,OL761747M,"Canberra, ACT Allen & Unwin in association with the Dept. of International Relations and the Dept. of Human Geography, RSPAS, ANU",Pacific rim development integration and globalisation in the Asia-Pacific economy edited by Peter J. Rimmer.,https://trove.nla.gov.au/version/261859759,261859759,15695551
C. S. Christian,1959,OL26558908M,Den Haag W. Junk,"Biogeography and ecology in Australia edited by A. Keast, R. L. Crocker and C. S. Christian. --",https://trove.nla.gov.au/version/262156067,262156067,157063439
"Ferguson, Dugald",1893,OL7148758M,London S. Sonnenschein,Bush life in Australia and New Zealand,https://trove.nla.gov.au/version/1729987,1729987,1570682
Diego Marani,2011,OL24922245M,"London, UK Dedalus",New Finnish GrammarPaperback,https://trove.nla.gov.au/version/211659603,211659603,157216762
Sarah Mayberry|Copyright Paperback Collection (Library of Congress),2011,OL25166137M,Toronto Harlequin,One good reason Sarah Mayberry,https://trove.nla.gov.au/version/257106336,257106336,157217255
"Anna Branford|Allen, Elanna, illustrator",2013,OL25404421M,,Violet Mackerel's personal space Anna Branford ; illustrated by Elanna Allen,https://trove.nla.gov.au/version/256416748,256416748,157226045
,2004,OL24945806M,"Sydney, Australia Book Co. Pub.",Frog gets lost,https://trove.nla.gov.au/version/171445976,171445976,157274129
"Ros Moriarty|Studio, Balarinji",2012,OL26466733M,"Crows Nest, N.S.W Allen & Unwin",Kangaroos hop Ros Moriarty ; illustrated by Balarinji Studio,https://trove.nla.gov.au/version/256784423,256784423,157277581
"Goodeve, Thomas Minchin 1821-",1883,OL7149460M,"London Longmans, Green",The elements of mechanism.,https://trove.nla.gov.au/version/1733806,1733806,1573455
"United States. Bureau of the Census|Steuart, William Mott, 1861- [from old catalog]",1917,OL23605385M,Washington Govt. print. off.,Census of manufactures: 1914.,https://trove.nla.gov.au/version/260724814 260726078 260756920,260724814 260726078 260756920,15734894
"United States. Bureau of the Census|Steuart, William Mott, 1861- [from old catalog]",1917,OL23662300M,Washington Govt. print. off.,Census of manufactures: 1914.,https://trove.nla.gov.au/version/260724814 260726078 260756920,260724814 260726078 260756920,15734894
"United States. Bureau of the Census|Hawes, John G. [from old catalog]|Steuart, William Mott, 1861- [from old catalog]",1917,OL23662312M,Washington Govt. print. off.,Census of manufactures: 1914.,https://trove.nla.gov.au/version/260724814 260726078 260756920,260724814 260726078 260756920,15734894
,2011,OL26470847M,"Sydney, N.S.W Murdoch",Celebrate Christmas the bumper book of festive food and craft,https://trove.nla.gov.au/version/256774822,256774822,157361986
Tasaku Tsunoda,2011,OL25054322M,Berlin De Gruyter Mouton,A grammar of Warrongo by Tasaku Tsunoda,https://trove.nla.gov.au/version/208062126,208062126,157367135
"Jerry Dennis|Draghorn, Catherine",2011,OL26467371M,Singapore APA Publications GmbH & Co.,Melbourne,https://trove.nla.gov.au/version/256796042,256796042,157477073
Andy Symington|Lonely Planet Publications (Firm),2011,OL26390101M,"Footscray, Vic Lonely Planet",Scandinavia,https://trove.nla.gov.au/version/251355564,251355564,157477078
"John Burton Cleland 1878-|Maiden, J. H. 1859-1925.|Froggatt, Walter W. 1858-1937|Ferguson, Eustace W.,|Musson, Charles Tucker,",1918,OL7149853M,"Sydney W.A. Gullick, Government Printer",The food of Australian birds. An investigation into the character of the stomach and crop contents. A summary of work done by J.B. Cleland ... J.H. Maiden ... W.W. Froggatt ... E.W. Ferguson ... C.T. Musson ...,https://trove.nla.gov.au/version/1735884,1735884,1575289
Randolph Stow 1935-,1957,OL6222861M,New York Macmillan,A haunted land.,https://trove.nla.gov.au/version/254007860,254007860,15755182
Antonia MacArthur,1997,OL767623M,"Sydney, NSW, Australia Angus & Robertson",His Majesty's bark Endeavour the story of the ship and her people informative text by Antonia MacArthur ; line and wash drawings by Dennis Adams,https://trove.nla.gov.au/version/49226182,49226182,15757746
"Christopher Cheng|Jackson, Mark (P. Mark), illustrator",2013,OL26454785M,,Python Christopher Cheng ; illustrated by Mark Jackson,https://trove.nla.gov.au/version/254586084,254586084,157611878
"Richard Thomas Baker 1854-1941|Sydney Technological Museum (Sydney, Australia).",1909,OL7150208M,"[Sydney W. A. Gullic., government printer",Building and ornamental stones of New South Wales. by R. T. Baker.,https://trove.nla.gov.au/version/1737661,1737661,1576912
C. R. Sail,1892,OL24179449M,London W. H. Allen & Co.,"Farthest east, and south and west notes of a journey home through Japan, Australasia and America by an Anglo-Indian globe-trotter",https://trove.nla.gov.au/version/49120905,49120905,15769710
John Boyle O'Reilly 1844-1890,1883,OL6986555M,Boston Roberts brothers,Moondyne: a story from the under-world. By John Boyle O'Reilly.,https://trove.nla.gov.au/version/250908364,250908364,15810877
Judith Clarke 1943-,2012,OL26455644M,"East Melbourne, Vic Allen and Unwin",Three Summers Judith Clarke,https://trove.nla.gov.au/version/256421143,256421143,158162303
"Lorraine C. Zentz|Anthony, Patricia K.",2012,OL25082081M,Australia Delmar Cengage Learning,Pharmacy technician certification exam review by Lorraine C. Zentz,https://trove.nla.gov.au/version/207842059,207842059,158280329
"New South Wales. Commission on Primary, Secondary, Technical, and Other Branches of Education.|Knibbs, George Handley, Sir, 1858-1929.|Turner, John William.",1905,OL6987576M,"Sydney W.A. Gullick, government printer","Report of the commissioners on agricultural, commercial, industrial, and other forms of technical education containing the summarised reports, with conclusions and recommendations, etc., and the extended report of the commissioners; with illustrations, etc. ...",https://trove.nla.gov.au/version/49058410,49058410,15838800
Rhodanthe Lipsett,2012,OL26497504M,"Warriewood, N.S.W Finch Publishing","Baby care nurturing your baby, your way Rhodanthe Lipsett",https://trove.nla.gov.au/version/257740118,257740118,158431083
Patrick White 1912-1990,2013,OL26642799M,,The hanging garden Patrick White ; with an afterword by David Marr,https://trove.nla.gov.au/version/261858089,261858089,158466446
"Johnston, Elliott.|Rigney, Daryle.|Hinton, Martin G.",2008,OL20008306M,London Routledge-Cavendish,"Indigenous Australians and the law edited by Elliott Johnston, Martin Hinton and Daryle Rigney.",https://trove.nla.gov.au/version/207939360,207939360,15849918
"Johnston, Elliott.|Hinton, Martin G.|Rigney, Daryle.",1997,OL19878822M,Sydney Cavendish Publishing (Australia) Pty Limited,"Indigenous Australians and the law edited by Elliott Johnston, Martin Hinton, Daryle Rigney.",https://trove.nla.gov.au/version/208111147,208111147,15849918
"Public Library, Museums, and National Gallery (Vic.)|Armstrong, Edmund La Touche.",1906,OL7152024M,Melbourne Printed for the trustees,"The book of the Public Library, Museums, and National Gallery of Victoria. 1856-1906. By Edmund La Touche Armstrong ...",https://trove.nla.gov.au/version/1746815,1746815,1584995
Garry Fleming,2011,OL26496953M,"[Malvern, Vic.] Borghesi & Adams",I love to hug you Garry Fleming,https://trove.nla.gov.au/version/257727667,257727667,158500048
"Rowan McAuley|Fukuoka, Aki, 1982-",2011,OL26462963M,"Richmond, VIC Hardie Grant Egmont",Best Christmas ever by Rowan McAuley ; illustrations by Aki Fukuoka,https://trove.nla.gov.au/version/256419170,256419170,158596288
Charles Rawlings-Way,2011,OL26644982M,"Footscray, Vic Lonely Planet",Australia,https://trove.nla.gov.au/version/261858091,261858091,158602993
Steven Hall,2008,OL25536789M,"[Dayboro, Australia Emereo Pty Ltd.]","Getting started with iPhone SDK, Android and others mobile application development : create your mobile applications best practices guide [Steven Hall]",https://trove.nla.gov.au/version/209873022,209873022,158603904
,2011,OL26336680M,"Footscray, Vic Lonely Planet","Lonely Planet's best in travel 2012 the best trends, destinations, journeys & experiences for the upcoming year",https://trove.nla.gov.au/version/249155527,249155527,158710519
"Kinsella, John 1963-",2012,OL25094527M,Athens Swallow Press / Ohio University Press,In the shade of the shady tree stories of wheatbelt Australia John Kinsella,https://trove.nla.gov.au/version/260772135,260772135,158757415
,2011,OL26104012M,Lonely Planet,Discover India,https://trove.nla.gov.au/version/251354203,251354203,158865916
Wendy Morgan 1944-,1997,OL1006692M,London Routledge,Critical literacy in the classroom the art of the possible Wendy Morgan.,https://trove.nla.gov.au/version/208151520,208151520,15896217
"University of Oxford. University Museum|Swinhoe, Charles, 1838-1923.",1892,OL23284737M,Oxford Clarendon Press,Catalogue of eastern and Australian Lepidoptera Heterocera in the collection of the Oxford University Museum by C. Swinhoe.,https://trove.nla.gov.au/version/1752999 3238632 168644540,1752999 3238632 168644540,1590363
"University of Oxford. University Museum.|Swinhoe, Charles, 1838-",1892,OL7153373M,Oxford Clarendon Press,Catalogue of eastern and Australian Lepidoptera Heterocera in the collection of the Oxford University Museum by C. Swinhoe.,https://trove.nla.gov.au/version/1752999 3238632 168644540,1752999 3238632 168644540,1590363
"University of Oxford. University Museum|Swinhoe, Charles, 1838-1923",1892,OL24873719M,Oxford Clarendon Press,Catalogue of eastern and Australian Lepidoptera Heterocera in the collection of the Oxford University Museum by C. Swinhoe,https://trove.nla.gov.au/version/1752999 3238632 168644540,1752999 3238632 168644540,1590363
M. J. Hyland,2007,OL8923840M,Canongate U.S.,Carry Me DownPaperback,https://trove.nla.gov.au/version/260722296,260722296,15911689
M. J. Hyland,2006,OL8923786M,Canongate U.S.,Carry Me DownHardcover,https://trove.nla.gov.au/version/260769025,260769025,15911689
"Frank Harary|Norman, Robert Z. 1924- joint author.|Cartwright, Dorwin, joint author.",1965,OL5942000M,New York Wiley,"Structural models an introduction to the theory of directed graphs [by] Frank Harary, Robert Z. Norman [and] Dorwin Cartwright.",https://trove.nla.gov.au/version/261853091,261853091,15912687
Beatrice Ethel Grimshaw 1870-1953,1922,OL6640643M,New York The Macmillan company,Conn of the coral seas by Beatrice Grimshaw.,https://trove.nla.gov.au/version/247423745,247423745,15913975
M. L. Stedman,2013,OL26309916M,,The light between oceans M.L. Stedman,https://trove.nla.gov.au/version/260737311,260737311,159145719
M. L. Stedman,2012,OL25162528M,New York Scribner,The light between oceans a novel M.L. Stedman,https://trove.nla.gov.au/version/252289554,252289554,159145719
Anne Henderson 1949-,1997,OL742671M,"Sydney, NSW HarperCollins",Mary MacKillop's sisters a life unveiled Anne Henderson.,https://trove.nla.gov.au/version/209802332,209802332,15920242
Terence J. Dawson,1995,OL1108228M,"Ithaca, N.Y Comstock Pub. Associates",Kangaroos biology of the largest marsupials Terence J. Dawson ; illustrated by Anne Musser and Jillian Hallam.,https://trove.nla.gov.au/version/208080025,208080025,15926259
Banjo Paterson 1864-1941,1917,OL23348210M,Sidney Angus & Robertson,"Three elephant power, and other stories.",https://trove.nla.gov.au/version/1755589 3344172,1755589 3344172,1592682
Banjo Paterson 1864-1941,1917,OL7153973M,Sydney Angus and Robertson,"Three elephant power, and other stories.",https://trove.nla.gov.au/version/1755589 3344172,1755589 3344172,1592682
John D. Mclaren,1996,OL814220M,Cambridge [England] Cambridge University Press,Writing in hope and fear literature as politics in postwar Australia John McLaren.,https://trove.nla.gov.au/version/208003611,208003611,15929021
Laura Dolce,1997,OL677114M,Philadelphia Chelsea House Publishers,Australia Laura Dolce.,https://trove.nla.gov.au/version/50925115,50925115,15930111
"Andrews, E. C. 1870-1948",1916,OL251997M,"Sydney W. A. Gullick, government printer",The molybdenum industry in New South Wales. By E. C. Andrews.,https://trove.nla.gov.au/version/230357352,230357352,15931745
Laura Buzo,2012,OL25109418M,New York Alfred A. Knopf,Love and other perishable items Laura Buzo,https://trove.nla.gov.au/version/209760808,209760808,159340472
"William Noble 1944-|Davidson, Iain, 1948-",1996,OL815924M,Cambridge Cambridge University Press,"Human evolution, language, and mind a psychological and archaeological inquiry William Noble, Iain Davidson ; illustration, D. Hobbs.",https://trove.nla.gov.au/version/208065770,208065770,15934679
Annie Hauxwell,2012,OL26455309M,London William Heinemann,In her blood by Annie Hauxwell,https://trove.nla.gov.au/version/254582357,254582357,159411233
"Dave McKay|McKay, Cherry",2008,OL26332316M,"Sydney South, N.S.W Dave & Cherry McKay",Destroyers by Dave & Cherry McKay,https://trove.nla.gov.au/version/249114471,249114471,159413126
Australia. Dept. of External Affairs.,1915,OL7154433M,"Melbourne A.J. Mullett, govt. printer",Australia; its land laws and settlement.,https://trove.nla.gov.au/version/1757504,1757504,1594280
Diane Salvatore,1992,OL1710825M,"[Tallahassee, FL] Naiad","Love, Zena Beth Diane Salvatore.",https://trove.nla.gov.au/version/207948880,207948880,15950916
"Virginia Maxwell 1962-|McClymont, David",2011,OL26442165M,London Berlitz Pub.,Australia [written by Virginia Maxwell and David McClymont],https://trove.nla.gov.au/version/254007283,254007283,159515111
"H. Badger|Greulich, D., illustrator",2011,OL26480746M,"Richmond, Vic Hardie Grant Egmont",The gas giant by H. Badger ; illustrated by D. Greulich,https://trove.nla.gov.au/version/257113954,257113954,159547854
Howard Anderson 1943-,2012,OL25115837M,New York Twelve,Albert of Adelaide Howard Anderson,https://trove.nla.gov.au/version/250912048,250912048,159551563
Dorling Kindersley Publishing Staff,2010,OL25546420M,Dorling Kindersley,Sydney,https://trove.nla.gov.au/version/209743910,209743910,15964135
"T. A. Halpin|Halpin, T. A.|Nijssen, G. M.",1995,OL918293M,Sidney Prentice Hall,Conceptual schema & relational database design Terry Halpin.,https://trove.nla.gov.au/version/208079836,208079836,15964261
Leanne Hall 1977-,2012,OL26454756M,Melbourne Text Pub.,Queen of the night Leanne Hall,https://trove.nla.gov.au/version/256440716,256440716,159739335
Julie R. Mancini,1997,OL1003839M,New York Howell Book House,The budgie [Julie Rach].,https://trove.nla.gov.au/version/50616456,50616456,15981994
Barbara Stewart 1954-,2011,OL25124879M,Victoria Heritage House Pub.,Campie Barbara Stewart,https://trove.nla.gov.au/version/259802761,259802761,159859819
R. F. Isbell|CSIRO Publishing.,2002,OL3730913M,"Collingwood, VIC, Australia CSIRO Pub.",The Australian soil classification R.F. Isbell.,https://trove.nla.gov.au/version/208127344,208127344,15999878
H. L. Wilkinson,1917,OL7155973M,Melbourne Melville & Mullen Pty. Ltd.,State regulation of prices in Australia a treatise on price fixing and state socialism by H.L. Wilkinson ...,https://trove.nla.gov.au/version/1764017,1764017,1600020
Peter Singer 1946-,2002,OL3731318M,Melbourne Text Pub.,One world the ethics of globalisation Peter Singer.,https://trove.nla.gov.au/version/184905102,184905102,16002074
"Quick, John Sir 1852-1932|Garran, Robert, Sir, 1867-1957.|Australia.",1901,OL7156116M,Sydney Angus [and] Robertson,The annotated constitution of the Australian Commonwealth by John Quick and Robert Randolph Garran.,https://trove.nla.gov.au/version/1764774,1764774,1600702
"Denoon, Donald.",1997,OL1012155M,"Cambridge, U.K Cambridge University Press",The Cambridge history of the Pacific Islanders edited by Donald Denoon with Stewart Firth ... [et al.].,https://trove.nla.gov.au/version/208171452,208171452,16009870
Alison Lester,2003,OL3556283M,Boston Houghton Mifflin,The snow pony Alison Lester.,https://trove.nla.gov.au/version/177753729,177753729,16011307
"Susie H. VanHuss|Forde, Connie M. (Connie McMullan)",2011,OL25130685M,"Australia South-Western, Cengage Learning","Sports connection, integrated simulation Microsoft Office 2007/2010 Susie H. VanHuss, Connie M. Forde",https://trove.nla.gov.au/version/208026320,208026320,160125460
Libby Gleeson 1950-,2012,OL26480168M,"Crows Nest, N.S.W Allen & Unwin",Red Libby Gleeson,https://trove.nla.gov.au/version/257099456,257099456,160171859
A. P. Riemer,1992,OL1168833M,"Pymble, NSW Angus & Robertson",Inside outside life between two worlds Andrew Riemer.,https://trove.nla.gov.au/version/259792581,259792581,16023872
Garth Nix,2012,OL25138947M,New York HarperTeen,A confusion of princes by Garth Nix,https://trove.nla.gov.au/version/247420160,247420160,160313031
"Martin E. Mosely|Kimmins, D. E. joint author.",1953,OL6163231M,London Printed by order of the Trustees of the British Museum,The Trichoptera (Caddis-flies) of Australia and New Zealand described and figured by Martin E. Mosely and D. E. Kimmins.,https://trove.nla.gov.au/version/247405567,247405567,16032188
"Wendy Sahanaya|Lindeck, Jeremy.|Stewart, Richard.",1998,OL22059014M,Melbourne Oxford University Press,"IELTS preparation and practice reading and writing : academic module Wendy Sahanaya, Jeremy Lindeck, Richard Stewart.",https://trove.nla.gov.au/version/207873245,207873245,16042988
"Blair, David, 1942-|Collins, Peter, 1950-",2001,OL6788382M,Amsterdam John Benjamins Pub. Co.,"English in Australia edited by David Blair, Peter Collins.",https://trove.nla.gov.au/version/207790398,207790398,16045039
Ruby M. Brown,1997,OL402422M,"Burra Creek, NSW, Australia Sally Milner Publishing",Decorated eggs Ruby M. Brown.,https://trove.nla.gov.au/version/227456711,227456711,16048651
"Mick Olinik|Armitage, Raena Jackson",2011,OL25543253M,"Collingwood, VIC, Australia SitePoint",The WordPress anthology Mick Olinik and Raena Jackson Armitage /,https://trove.nla.gov.au/version/209711640,209711640,160582291
"Dean Farwood|Ciampa, Mark D.",2009,OL26627707M,"Australia Course Technology, Cengage Learning",Lab manual for Security+ guide to network security fundamentals Dean Farwood,https://trove.nla.gov.au/version/260221430,260221430,160583321
"Manning, William",2010,OL25550451M,"Brisbane, Australia Art of Service",SAS certified base programmer for SAS 9 certification exam preparation the how to pass on your first try certification study guide William Manning,https://trove.nla.gov.au/version/209788608,209788608,160584682
Educational Research Council of America. Social Science Staff.,1970,OL5755114M,Boston Allyn and Bacon,Communities at home and abroad: the aborigines of Central Australia.,https://trove.nla.gov.au/version/175085192,175085192,160611971
Judith Clarke 1943-,1999,OL389943M,New York Henry Holt,The lost day Judith Clarke.,https://trove.nla.gov.au/version/209863906,209863906,16062774
"H. H. Mason|Weston, C. A., joint author.|New South Wales. Supreme Court.",1915,OL5752133M,Sydney Law Book Co. of Australasia,"Precedents in equity being forms in common use in the Supreme Court of New South Wales in its equitable jurisdiction and in proceedings on appeal therefrom by H. H. Mason, and C. A. Weston.",https://trove.nla.gov.au/version/49098914,49098914,16068456
Lian Tanner,2012,OL25156692M,New York Delacorte Press,Path of beasts Lian Tanner,https://trove.nla.gov.au/version/247394589,247394589,160691479
"Cristian Darie|Posey, Tim|Barnett, Wyatt",2011,OL25553681M,"Collingwood, VIC, Australia SitePoint","Build your own ASP.NET 4 Website using C# & VB by Cristian Darie, Wyatt Barnett, and Tim Posey /",https://trove.nla.gov.au/version/209731557,209731557,160695579
James M. Redfield 1935-,1996,OL25844295M,Sydney Bantam,The tenth insight holding the vision James Redfield,https://trove.nla.gov.au/version/220603697,220603697,16069919
"Bryce Courtenay 1933-|Williams, Ann",2001,OL24206773M,"Ringwood, Vic Penguin Books",The family frying pan Bryce Courtenay ; illustrated by Ann Williams,https://trove.nla.gov.au/version/261842921,261842921,16078745
Ray Willbanks,1991,OL1530814M,Austin University of Texas Press,Australian voices writers and their work Ray Willbanks.,https://trove.nla.gov.au/version/223439530,223439530,16078864
Colin Arrott Browning -1856,1856,OL25495470M,New York R. Craighead,"The convict ship a narrative of the results of scriptural instruction and moral discipline on board the ""Earl Grey"" By Colin Arrott Browing, M.D., surgeon, Royal navy ; from the fourth English edition ; with a preface by the Rev. James H. Fowles",https://trove.nla.gov.au/version/209818222,209818222,160832420
Colin Arrott Browning -1856,1844,OL26325275M,"London Smith, Elder & Co.","The convict ship; a narrative of the results of scriptural instruction and moral discipline as these appeared on board the ""Earl Grey"" during the voyage to Tasmania. With brief notices of individual prisoners By Colin Arrott Browning",https://trove.nla.gov.au/version/249114445,249114445,160832420
Nick Earls 1963-,2004,OL3679915M,Boston Graphia,48 shades of brown by Nick Earls.,https://trove.nla.gov.au/version/177755249,177755249,16086642
"Kerry Christiani|Maric, Vesna, 1976-|Garwood, Duncan",2012,OL26305128M,"Footscray, Vic Lonely Planet","Sardinia written and researched by Kerry Christiani, Vesna Maric",https://trove.nla.gov.au/version/247444236,247444236,160897759
"Adam Karlin|Greenfield, Beth.|Lonely Planet Publications (Firm)",2008,OL23105893M,"Footscray, Vic Lonely Planet",Miami & the Keys Adam Karlin.,https://trove.nla.gov.au/version/247409600,247409600,160897769
"Virginia Maxwell 1962-|Williams, Nicola, 1961-",2012,OL25882981M,"Footscray, Victoria, Australia Lonely Planet","Florence & Tuscany Virginia Maxwell, Nicola WilliamsPaperback",https://trove.nla.gov.au/version/223434227,223434227,160897770
Mark Lyons,2001,OL21462850M,"St Leonards, N.S.W Allen & Unwin",Third sector the contribution of nonprofit and cooperative enterprise in Australia Mark Lyons.,https://trove.nla.gov.au/version/207956775,207956775,16089820
Traci Harding,2003,OL25568949M,"[Pymble, NSW] Perfectbound",An echo in time Atlantis Traci Harding :,https://trove.nla.gov.au/version/260757019,260757019,16090196
"Bennett, Tony, 1947-|Carter, David, 1954-",2001,OL3947783M,Cambridge Cambridge University Press,"Culture in Australia policies, publics, and programs edited by Tony Bennett, David Carter.",https://trove.nla.gov.au/version/257095118,257095118,16091046
Banjo Paterson 1864-1941,1987,OL14964318M,London Angus & Robertson,The man from Snowy River and other verses Banjo Paterson.,https://trove.nla.gov.au/version/256431620,256431620,1609270
Banjo Paterson 1864-1941,1919,OL7158419M,London Macmillan,The man from Snowy river and other verses.,https://trove.nla.gov.au/version/1774649,1774649,1609270
Banjo Paterson 1864-1941,1902,OL24171910M,Sydney Angus and Robertson,"The man from Snowy River, and other verses by A. B. Paterson (""The Banjo"") ; with preface by Rolf Boldrewood",https://trove.nla.gov.au/version/49180208,49180208,1609270
Banjo Paterson 1864-1941,1896,OL24171896M,London Macmillan,The man from Snowy River and other verses by A. B. Paterson,https://trove.nla.gov.au/version/49107391,49107391,1609270
Australian Cricket Board,2000,OL7891873M,Human Kinetics Publishers,Coaching Youth CricketPaperback,https://trove.nla.gov.au/version/252287023,252287023,16093963
Jacqueline Drobis Meisel,1997,OL1005507M,New York Benchmark Books,Australia the land down under Jacqueline Drobis Meisel.,https://trove.nla.gov.au/version/116930934,116930934,16095476
,2012,OL25425234M,"North Sydney, Australia Random House Australia",Moonlight and Ashes,https://trove.nla.gov.au/version/256786094,256786094,160998023
Robert Darling,1997,OL1008234M,New York Twayne Publishers,A.D. Hope Robert Darling.,https://trove.nla.gov.au/version/251350552,251350552,16102950
Richard Joseph Anthony Harding 1892-,1924,OL6666612M,"London Longmans, Green","Cotton in Australia the possibilities and the limitations of Australia as a cotton-growing country by Richard Harding, containing numerous illustrations and graphs; together with data relating to Australian climate, rainfall, temperature, soil analyses and cost of production.",https://trove.nla.gov.au/version/262152359,262152359,16108470
Alex Kerr 1952-,1996,OL596711M,"Hawthorn, Vic., Australia Lonely Planet Publications",Lost Japan Alex Kerr.,https://trove.nla.gov.au/version/247416305,247416305,16112646
Michael Robotham 1960-,2012,OL25329221M,"New York Mulholland Books/Little, Brown and Co.",Shatter Michael Robotham,https://trove.nla.gov.au/version/207928374,207928374,16118655
"Michael Pusey 1939-|Wilson, Shaun, 1971-",2003,OL3754553M,Cambridge Cambridge University Press,"The experience of middle Australia the dark side of economic reform Michael Pusey ; with the assistance of Shaun Wilson, Nick Turnbull and Toby Fatorre.",https://trove.nla.gov.au/version/207840486,207840486,16128719
"Williams, R. M. 1908-|Ruhen, Olaf, 1911-1989",1997,OL26495962M,Sydney Sun Books,Beneath whose hand the autobiography of R.M. Williams ; with Olaf Ruhen,https://trove.nla.gov.au/version/257734220,257734220,16129857
Evelyne Accad,2001,OL8656980M,Spinifex Press,The Wounded Breast Intimate Journeys Through CancerPaperback,https://trove.nla.gov.au/version/207997403,207997403,16131166
"Falconer, Colin, 1953-",uuuu,OL26639725M,,Die Aztekin : roman,https://trove.nla.gov.au/version/260767196,260767196,16134220
David R. Murray,2003,OL25546727M,Sydney UNSW Press,Seeds of concern the genetic manipulation of plants David R. Murray :,https://trove.nla.gov.au/version/260716772,260716772,16134340
David R. Murray,2003,OL9396420M,University of New South Wales Press,Seeds of Concern The Genetic Manipulation of PlantsHardcover,https://trove.nla.gov.au/version/260737524,260737524,16134340
